day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;42800;BANANAS;4947;23;;;;;4954;23;;;;;4950.5;-82.33594
-1;42800;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;-48.0
-1;42900;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;-48.0
-1;42900;BANANAS;4946;22;;;;;4953;22;;;;;4949.5;-77.515625
-1;43000;PEARLS;10002;7;9996;1;9995;24;10004;1;10005;24;;;10003.0;-48.0
-1;43000;BANANAS;4946;25;;;;;4953;25;;;;;4949.5;-65.984375
-1;43100;PEARLS;9996;2;9995;23;;;10002;3;10004;2;10005;23;9999.0;-48.0
-1;43100;BANANAS;4946;25;;;;;4951;3;4952;2;4953;23;4948.5;-64.99219
-1;43200;BANANAS;4946;28;;;;;4953;28;;;;;4949.5;-70.97656
-1;43200;PEARLS;9996;1;9995;27;;;10000;1;10004;1;10005;27;9998.0;-48.0
-1;43300;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;-48.0
-1;43300;BANANAS;4946;20;;;;;4953;20;;;;;4949.5;-63.265625
-1;43400;PEARLS;9996;2;9995;27;;;10002;8;10004;2;10005;27;9999.0;-48.0
-1;43400;BANANAS;4946;28;;;;;4951;8;4952;2;4953;27;4948.5;-65.16406
-1;43500;PEARLS;9996;1;9995;23;;;10002;10;10004;1;10005;23;9999.0;-48.0
-1;43500;BANANAS;4946;24;;;;;4951;10;4952;1;4953;23;4948.5;-61.03125
-1;43600;BANANAS;4945;21;;;;;4950;1;4952;21;;;4947.5;-54.492188
-1;43600;PEARLS;9995;21;;;;;10002;1;10005;21;;;9998.5;-48.0
-1;43700;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-48.0
-1;43700;BANANAS;4946;2;4945;26;;;4952;28;;;;;4949.0;-54.929688
-1;43800;PEARLS;9995;25;;;;;9998;1;10005;25;;;9996.5;-48.0
-1;43800;BANANAS;4945;25;;;;;4952;25;;;;;4948.5;-42.03125
-1;43900;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;-48.0
-1;43900;BANANAS;4945;28;;;;;4952;28;;;;;4948.5;-44.617188
-1;44000;BANANAS;4945;26;;;;;4948;6;4951;26;;;4946.5;-40.273438
-1;44000;PEARLS;10002;4;9996;1;9995;25;10004;1;10005;25;;;10003.0;-48.0
-1;44100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-48.0
-1;44100;BANANAS;4945;1;4944;28;;;4951;30;;;;;4948.0;-36.03125
-1;44200;PEARLS;9998;4;9996;2;9995;20;10004;2;10005;20;;;10001.0;-48.0
-1;44200;BANANAS;4945;6;4944;20;;;4951;22;;;;;4948.0;-36.085938
-1;44300;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-48.0
-1;44300;BANANAS;4945;25;;;;;4952;25;;;;;4948.5;-48.945312
-1;44400;BANANAS;4945;30;;;;;4952;30;;;;;4948.5;-47.0625
-1;44400;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;-48.0
-1;44500;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-48.0
-1;44500;BANANAS;4945;27;;;;;4952;27;;;;;4948.5;-51.132812
-1;44600;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;-48.0
-1;44600;BANANAS;4945;23;;;;;4952;23;;;;;4948.5;-46.257812
-1;44700;PEARLS;9996;1;9995;23;;;10002;9;10004;1;10005;23;9999.0;-48.0
-1;44700;BANANAS;4945;1;4944;23;;;4949;9;4951;24;;;4947.0;-37.421875
-1;44800;BANANAS;4945;2;4944;22;;;4949;10;4951;24;;;4947.0;-35.1875
-1;44800;PEARLS;9996;2;9995;22;;;10002;10;10004;2;10005;22;9999.0;-48.0
-1;44900;PEARLS;9995;26;;;;;10002;6;10005;26;;;9998.5;-48.0
-1;44900;BANANAS;4945;26;;;;;4950;6;4952;26;;;4947.5;-40.789062
-1;45000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-48.0
-1;45000;BANANAS;4945;27;;;;;4951;1;4952;26;;;4948.0;-43.585938
-1;45100;PEARLS;9996;2;9995;25;;;9998;1;10004;2;10005;25;9997.0;-48.0
-1;45100;BANANAS;4945;27;;;;;4951;2;4952;25;;;4948.0;-41.570312
-1;45200;BANANAS;4945;27;;;;;4952;27;;;;;4948.5;-52.390625
-1;45200;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;-48.0
-1;45300;BANANAS;4945;29;;;;;4946;1;4952;29;;;4945.5;-52.351562
-1;45300;PEARLS;9996;1;9995;28;;;9998;1;10004;1;10005;28;9997.0;-48.0
-1;45400;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-48.0
-1;45400;BANANAS;4946;28;;;;;4952;1;4953;27;;;4949.0;-64.64844
-1;45500;BANANAS;4946;1;4945;23;;;4952;24;;;;;4949.0;-58.515625
-1;45500;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;45600;BANANAS;4951;1;4946;1;4945;24;4952;25;;;;;4951.5;-58.046875
-1;45600;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-48.0
-1;45700;PEARLS;10002;4;9995;30;;;10005;30;;;;;10003.5;-48.0
-1;45700;BANANAS;4945;30;;;;;4952;30;;;;;4948.5;-55.382812
-1;45800;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-48.0
-1;45800;BANANAS;4946;2;4945;24;;;4952;26;;;;;4949.0;-55.125
-1;45900;PEARLS;9996;1;9995;21;;;10002;1;10004;1;10005;21;9999.0;-48.0
-1;45900;BANANAS;4946;1;4945;21;;;4950;1;4952;22;;;4948.0;-58.007812
-1;46000;BANANAS;4946;27;;;;;4952;2;4953;25;;;4949.0;-60.640625
-1;46000;PEARLS;9996;2;9995;25;;;9998;5;10004;2;10005;25;9997.0;-48.0
-1;46100;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;46100;BANANAS;4945;27;;;;;4946;1;4952;27;;;4945.5;-54.328125
-1;46200;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;-48.0
-1;46200;BANANAS;4945;28;;;;;4946;2;4952;28;;;4945.5;-43.1875
-1;46300;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;-48.0
-1;46300;BANANAS;4950;1;4945;1;4944;22;4951;23;;;;;4950.5;-37.742188
-1;46400;BANANAS;4944;26;;;;;4951;26;;;;;4947.5;-33.140625
-1;46400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;-48.0
-1;46500;PEARLS;9996;2;9995;23;;;10002;5;10004;2;10005;23;9999.0;-48.0
-1;46500;BANANAS;4944;25;;;;;4945;1;4949;5;4951;25;4944.5;-31.859375
-1;46600;PEARLS;9996;2;9995;21;;;10002;2;10004;2;10005;21;9999.0;-48.0
-1;46600;BANANAS;4947;4;4944;23;;;4949;2;4951;23;;;4948.0;-33.296875
-1;46700;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;-48.0
-1;46700;BANANAS;4944;23;;;;;4951;23;;;;;4947.5;-30.484375
-1;46800;BANANAS;4945;6;4944;22;;;4951;23;;;;;4948.0;-37.148438
-1;46800;PEARLS;9998;4;9996;1;9995;22;10004;1;10005;22;;;10001.0;-48.0
-1;46900;BANANAS;4950;1;4944;28;;;4951;28;;;;;4950.5;-33.5625
-1;46900;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-48.0
-1;47000;PEARLS;9995;20;;;;;10002;8;10005;20;;;9998.5;-48.0
-1;47000;BANANAS;4944;20;;;;;4949;8;4951;20;;;4946.5;-20.929688
-1;47100;BANANAS;4945;4;4944;24;;;4951;24;;;;;4948.0;-31.023438
-1;47100;PEARLS;9998;5;9995;24;;;10005;24;;;;;10001.5;-48.0
-1;47200;BANANAS;4950;1;4944;29;;;4951;29;;;;;4950.5;-38.09375
-1;47200;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;-48.0
-1;47300;BANANAS;4944;24;;;;;4951;24;;;;;4947.5;-35.320312
-1;47300;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;-48.0
-1;47400;PEARLS;9996;2;9995;24;;;10002;5;10004;2;10005;24;9999.0;-48.0
-1;47400;BANANAS;4945;26;;;;;4950;5;4951;2;4952;24;4947.5;-42.390625
-1;47500;BANANAS;4944;28;;;;;4950;28;;;;;4947.0;-20.125
-1;47500;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;-48.0
-1;47600;BANANAS;4943;21;;;;;4950;21;;;;;4946.5;-16.398438
-1;47600;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;47700;BANANAS;4943;24;;;;;4949;1;4950;23;;;4946.0;-1.921875
-1;47700;PEARLS;9996;1;9995;23;;;9998;1;10004;1;10005;23;9997.0;-48.0
-1;47800;PEARLS;9995;22;;;;;9998;1;10002;8;10005;22;9996.5;-48.0
-1;47800;BANANAS;4943;22;;;;;4948;8;4950;22;;;4945.5;-2.0703125
-1;47900;BANANAS;4944;1;4943;21;;;4949;21;;;;;4946.5;0.09375
-1;47900;PEARLS;9998;1;9995;21;;;10005;21;;;;;10001.5;-48.0
-1;48000;BANANAS;4943;5;4942;27;;;4949;29;;;;;4946.0;1.2109375
-1;48000;PEARLS;9998;3;9996;2;9995;27;10004;2;10005;27;;;10001.0;-48.0
-1;48100;BANANAS;4942;29;;;;;4949;29;;;;;4945.5;2.171875
-1;48100;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;-48.0
-1;48200;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-48.0
-1;48200;BANANAS;4942;26;;;;;4949;26;;;;;4945.5;6.671875
-1;48300;BANANAS;4948;1;4942;29;;;4949;29;;;;;4948.5;8.859375
-1;48300;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;-48.0
-1;48400;BANANAS;4947;1;4942;22;;;4949;22;;;;;4948.0;16.796875
-1;48400;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;-48.0
-1;48500;BANANAS;4942;25;;;;;4949;25;;;;;4945.5;16.414062
-1;48500;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;-48.0
-1;48600;PEARLS;9996;2;9995;20;;;10002;4;10004;2;10005;20;9999.0;-48.0
-1;48600;BANANAS;4942;22;;;;;4947;4;4948;2;4949;20;4944.5;16.59375
-1;48700;BANANAS;4941;21;;;;;4948;21;;;;;4944.5;26.25
-1;48700;PEARLS;10002;2;9995;21;;;10005;21;;;;;10003.5;-48.0
-1;48800;BANANAS;4943;10;4942;31;;;4949;31;;;;;4946.0;12.640625
-1;48800;PEARLS;9998;10;9996;2;9995;29;10004;2;10005;29;;;10001.0;-48.0
-1;48900;BANANAS;4942;3;4941;24;;;4948;25;;;;;4945.0;23.164062
-1;48900;PEARLS;9998;3;9996;1;9995;24;10004;1;10005;24;;;10001.0;-48.0
-1;49000;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;-48.0
-1;49000;BANANAS;4941;29;;;;;4948;29;;;;;4944.5;27.9375
-1;49100;BANANAS;4942;3;4941;26;;;4948;26;;;;;4945.0;38.679688
-1;49100;PEARLS;9998;3;9995;26;;;10005;26;;;;;10001.5;-48.0
-1;49200;BANANAS;4940;25;;;;;4946;2;4947;23;;;4943.0;56.984375
-1;49200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-48.0
-1;49300;BANANAS;4945;1;4940;29;;;4946;29;;;;;4945.5;59.546875
-1;49300;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;-48.0
-1;49400;PEARLS;9998;5;9996;1;9995;21;10004;1;10005;21;;;10001.0;-48.0
-1;49400;BANANAS;4945;1;4941;5;4940;22;4947;22;;;;;4946.0;50.671875
-1;49500;BANANAS;4940;23;;;;;4947;23;;;;;4943.5;41.945312
-1;49500;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;-48.0
-1;49600;BANANAS;4940;22;;;;;4947;22;;;;;4943.5;45.203125
-1;49600;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;-48.0
-1;49700;BANANAS;4941;24;;;;;4946;9;4947;2;4948;22;4943.5;35.742188
-1;49700;PEARLS;9996;2;9995;22;;;10002;8;10004;2;10005;22;9999.0;-48.0
-1;49800;BANANAS;4941;22;;;;;4948;22;;;;;4944.5;33.367188
-1;49800;PEARLS;9996;1;9995;21;;;9998;1;10004;1;10005;21;9997.0;-48.0
-1;49900;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;-48.0
-1;49900;BANANAS;4941;22;;;;;4946;1;4947;2;4948;20;4943.5;36.015625
-1;50000;BANANAS;4943;1;4940;30;;;4947;30;;;;;4945.0;47.875
-1;50000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;-48.0
-1;50100;BANANAS;4941;32;;;;;4947;2;4948;30;;;4944.0;38.15625
-1;50100;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
-1;50200;PEARLS;9998;1;9996;2;9995;23;10004;2;10005;23;;;10001.0;-48.0
-1;50200;BANANAS;4942;1;4941;25;;;4948;25;;;;;4945.0;25.695312
-1;50300;PEARLS;9996;1;9995;25;;;10002;5;10004;1;10005;25;9999.0;-48.0
-1;50300;BANANAS;4942;1;4941;25;;;4946;6;4948;26;;;4944.0;21.046875
-1;50400;PEARLS;10002;4;9996;1;9995;29;10004;1;10005;29;;;10003.0;-48.0
-1;50400;BANANAS;4942;1;4941;29;;;4948;30;;;;;4945.0;25.195312
-1;50500;BANANAS;4942;1;4941;28;;;4948;29;;;;;4945.0;20.921875
-1;50500;PEARLS;10002;4;9996;1;9995;28;10004;1;10005;28;;;10003.0;-48.0
-1;50600;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;50600;BANANAS;4947;1;4942;24;;;4948;1;4949;23;;;4947.5;18.867188
-1;50700;PEARLS;9995;25;;;;;10002;3;10005;25;;;9998.5;-48.0
-1;50700;BANANAS;4941;25;;;;;4943;1;4946;3;4948;25;4942.0;21.59375
-1;50800;PEARLS;9995;24;;;;;9998;1;10002;6;10005;24;9996.5;-48.0
-1;50800;BANANAS;4941;24;;;;;4946;6;4948;24;;;4943.5;22.960938
-1;50900;BANANAS;4941;27;;;;;4948;27;;;;;4944.5;27.28125
-1;50900;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-48.0
-1;51000;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-48.0
-1;51000;BANANAS;4942;2;4941;22;;;4948;24;;;;;4945.0;20.773438
-1;51100;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-48.0
-1;51100;BANANAS;4941;27;;;;;4948;27;;;;;4944.5;27.84375
-1;51200;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
-1;51200;BANANAS;4941;2;4940;30;;;4947;32;;;;;4944.0;43.835938
-1;51300;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-48.0
-1;51300;BANANAS;4941;25;;;;;4947;25;;;;;4944.0;40.09375
-1;51400;BANANAS;4941;23;;;;;4948;23;;;;;4944.5;39.304688
-1;51400;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;-48.0
-1;51500;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;-48.0
-1;51500;BANANAS;4941;22;;;;;4948;22;;;;;4944.5;32.546875
-1;51600;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;-48.0
-1;51600;BANANAS;4941;31;;;;;4947;2;4948;29;;;4944.0;36.390625
-1;51700;PEARLS;9996;2;9995;30;;;10002;5;10004;2;10005;30;9999.0;-48.0
-1;51700;BANANAS;4941;32;;;;;4946;5;4947;2;4948;30;4943.5;34.523438
-1;51800;BANANAS;4942;2;4941;24;;;4948;26;;;;;4945.0;25.5
-1;51800;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-48.0
-1;51900;PEARLS;9996;1;9995;26;;;10002;6;10004;1;10005;26;9999.0;-48.0
-1;51900;BANANAS;4941;27;;;;;4946;6;4948;27;;;4943.5;29.492188
-1;52000;PEARLS;10000;3;9996;1;9995;23;10004;1;10005;23;;;10002.0;-48.0
-1;52000;BANANAS;4941;24;;;;;4947;1;4948;23;;;4944.0;38.039062
-1;52100;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;52100;BANANAS;4940;30;;;;;4947;30;;;;;4943.5;43.429688
-1;52200;BANANAS;4941;28;;;;;4946;3;4948;28;;;4943.5;34.40625
-1;52200;PEARLS;9995;28;;;;;10002;3;10005;28;;;9998.5;-48.0
-1;52300;PEARLS;9995;21;;;;;10002;3;10005;21;;;9998.5;-48.0
-1;52300;BANANAS;4940;21;;;;;4945;2;4947;21;;;4942.5;41.078125
-1;52400;PEARLS;10000;6;9996;2;9995;22;10004;2;10005;22;;;10002.0;-48.0
-1;52400;BANANAS;4941;2;4940;22;;;4947;24;;;;;4944.0;41.21875
-1;52500;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;52500;BANANAS;4941;1;4940;30;;;4947;31;;;;;4944.0;41.9375
-1;52600;BANANAS;4941;24;;;;;4947;1;4948;23;;;4944.0;37.359375
-1;52600;PEARLS;9996;1;9995;23;;;9998;2;10004;1;10005;23;9997.0;-48.0
-1;52700;PEARLS;9995;29;;;;;9998;1;10005;29;;;9996.5;-48.0
-1;52700;BANANAS;4941;29;;;;;4948;29;;;;;4944.5;36.914062
-1;52800;PEARLS;9995;24;;;;;9998;1;10005;24;;;9996.5;-48.0
-1;52800;BANANAS;4941;24;;;;;4948;24;;;;;4944.5;31.734375
-1;52900;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;52900;BANANAS;4941;31;;;;;4947;1;4948;30;;;4944.0;38.953125
-1;53000;BANANAS;4941;28;;;;;4948;28;;;;;4944.5;25.515625
-1;53000;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;-48.0
-1;53100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;53100;BANANAS;4943;31;;;;;4949;1;4950;30;;;4946.0;-5.46875
-1;53200;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;-48.0
-1;53200;BANANAS;4943;31;;;;;4950;31;;;;;4946.5;-7.3125
-1;53300;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;53300;BANANAS;4943;24;;;;;4950;24;;;;;4946.5;-5.7890625
-1;53400;BANANAS;4942;23;;;;;4943;1;4949;23;;;4942.5;5.796875
-1;53400;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;-48.0
-1;53500;PEARLS;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;-48.0
-1;53500;BANANAS;4943;26;;;;;4948;8;4949;1;4950;25;4945.5;-2.8046875
-1;53600;PEARLS;9998;2;9995;23;;;10005;23;;;;;10001.5;-48.0
-1;53600;BANANAS;4943;1;4942;23;;;4949;23;;;;;4946.0;4.84375
-1;53700;PEARLS;9996;2;9995;25;;;10002;10;10004;2;10005;25;9999.0;-48.0
-1;53700;BANANAS;4943;27;;;;;4948;10;4949;2;4950;25;4945.5;-2.78125
-1;53800;BANANAS;4944;2;4943;23;;;4948;6;4950;25;;;4946.0;-15.5
-1;53800;PEARLS;9996;2;9995;23;;;9998;13;10002;6;10004;2;9997.0;-48.0
-1;53900;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;-48.0
-1;53900;BANANAS;4949;1;4948;4;4944;28;4951;28;;;;;4950.0;-24.335938
-1;54000;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-48.0
-1;54000;BANANAS;4945;1;4944;21;;;4951;22;;;;;4948.0;-37.34375
-1;54100;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;-48.0
-1;54100;BANANAS;4944;23;;;;;4951;23;;;;;4947.5;-27.507812
-1;54200;BANANAS;4943;21;;;;;4950;21;;;;;4946.5;-14.2578125
-1;54200;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-48.0
-1;54300;BANANAS;4945;1;4944;25;;;4951;25;;;;;4948.0;-25.5625
-1;54300;PEARLS;9998;1;9995;25;;;10005;25;;;;;10001.5;-48.0
-1;54400;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-48.0
-1;54400;BANANAS;4944;23;;;;;4951;24;;;;;4947.5;-26.789062
-1;54500;BANANAS;4944;29;;;;;4945;1;4949;9;4951;29;4944.5;-29.625
-1;54500;PEARLS;9995;29;;;;;10002;9;10005;29;;;9998.5;-48.0
-1;54600;BANANAS;4945;4;4944;28;;;4950;2;4951;26;;;4947.5;-23.117188
-1;54600;PEARLS;9998;4;9996;2;9995;26;10004;2;10005;26;;;10001.0;-48.0
-1;54700;PEARLS;9998;2;9995;21;;;10005;21;;;;;10001.5;-48.0
-1;54700;BANANAS;4944;3;4943;21;;;4950;21;;;;;4947.0;-16.210938
-1;54800;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;54800;BANANAS;4943;24;;;;;4950;24;;;;;4946.5;-8.1328125
-1;54900;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-48.0
-1;54900;BANANAS;4943;1;4942;28;;;4949;29;;;;;4946.0;5.515625
-1;55000;BANANAS;4943;27;;;;;4949;27;;;;;4946.0;-0.4765625
-1;55000;PEARLS;9995;27;;;;;9998;5;10005;27;;;9996.5;-48.0
-1;55100;PEARLS;10002;9;9996;2;9995;29;10004;2;10005;29;;;10003.0;-48.0
-1;55100;BANANAS;4943;31;;;;;4950;31;;;;;4946.5;-8.2734375
-1;55200;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;-48.0
-1;55200;BANANAS;4943;25;;;;;4950;25;;;;;4946.5;-12.015625
-1;55300;PEARLS;9996;1;9995;24;;;10002;7;10004;1;10005;24;9999.0;-48.0
-1;55300;BANANAS;4944;1;4943;24;;;4948;7;4950;25;;;4946.0;-18.75
-1;55400;BANANAS;4944;1;4943;22;;;4950;23;;;;;4947.0;-15.546875
-1;55400;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;-48.0
-1;55500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;-48.0
-1;55500;BANANAS;4947;2;4943;26;;;4949;26;;;;;4948.0;-0.125
-1;55600;PEARLS;9998;7;9996;1;9995;27;10004;1;10005;27;;;10001.0;-48.0
-1;55600;BANANAS;4943;7;4942;28;;;4949;28;;;;;4946.0;6.71875
-1;55700;BANANAS;4943;21;;;;;4948;7;4950;21;;;4945.5;-2.515625
-1;55700;PEARLS;9995;21;;;;;10002;7;10005;21;;;9998.5;-48.0
-1;55800;BANANAS;4943;23;;;;;4950;23;;;;;4946.5;-10.21875
-1;55800;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;-48.0
-1;55900;BANANAS;4943;24;;;;;4950;24;;;;;4946.5;-6.09375
-1;55900;PEARLS;9995;24;;;;;9998;11;10005;24;;;9996.5;-48.0
-1;56000;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;-48.0
-1;56000;BANANAS;4943;22;;;;;4950;22;;;;;4946.5;-6.15625
-1;56100;BANANAS;4943;30;;;;;4950;30;;;;;4946.5;-13.84375
-1;56100;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;-48.0
-1;56200;BANANAS;4943;28;;;;;4950;28;;;;;4946.5;-14.203125
-1;56200;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-48.0
-1;56300;BANANAS;4943;23;;;;;4948;8;4950;23;;;4945.5;-7.3046875
-1;56300;PEARLS;9995;23;;;;;10002;8;10005;23;;;9998.5;-48.0
-1;56400;PEARLS;9998;6;9995;23;;;10005;23;;;;;10001.5;-48.0
-1;56400;BANANAS;4944;6;4943;23;;;4950;23;;;;;4947.0;-1.921875
-1;56500;BANANAS;4943;25;;;;;4950;25;;;;;4946.5;-4.2890625
-1;56500;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;-48.0
-1;56600;BANANAS;4943;27;;;;;4949;27;;;;;4946.0;0.578125
-1;56600;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-48.0
-1;56700;BANANAS;4943;24;;;;;4950;25;;;;;4946.5;-4.2890625
-1;56700;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;-48.0
-1;56800;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;-48.0
-1;56800;BANANAS;4943;23;;;;;4950;24;;;;;4946.5;-1.90625
-1;56900;BANANAS;4944;5;4943;20;;;4950;20;;;;;4947.0;-4.828125
-1;56900;PEARLS;9998;5;9995;20;;;10005;20;;;;;10001.5;-48.0
-1;57000;BANANAS;4943;25;;;;;4949;25;;;;;4946.0;-0.3203125
-1;57000;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;-48.0
-1;57100;BANANAS;4943;27;;;;;4949;2;4950;25;;;4946.0;-1.640625
-1;57100;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;57200;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;-48.0
-1;57200;BANANAS;4943;26;;;;;4946;2;4950;26;;;4944.5;-5.25
-1;57300;BANANAS;4943;25;;;;;4950;25;;;;;4946.5;-10.046875
-1;57300;PEARLS;10002;1;9995;25;;;10005;25;;;;;10003.5;-48.0
-1;57400;BANANAS;4944;1;4943;26;;;4948;2;4950;28;;;4946.0;-16.140625
-1;57400;PEARLS;9996;2;9995;26;;;10002;2;10004;2;10005;26;9999.0;-48.0
-1;57500;BANANAS;4944;31;;;;;4949;1;4951;31;;;4946.5;-33.671875
-1;57500;PEARLS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;-48.0
-1;57600;PEARLS;9995;29;;;;;9998;1;10005;29;;;9996.5;-48.0
-1;57600;BANANAS;4944;29;;;;;4951;29;;;;;4947.5;-37.648438
-1;57700;BANANAS;4945;2;4944;28;;;4949;2;4951;30;;;4947.0;-36.289062
-1;57700;PEARLS;9996;2;9995;28;;;10002;2;10004;2;10005;28;9999.0;-48.0
-1;57800;BANANAS;4945;2;4944;26;;;4951;28;;;;;4948.0;-38.390625
-1;57800;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-48.0
-1;57900;BANANAS;4944;32;;;;;4950;2;4951;30;;;4947.0;-24.78125
-1;57900;PEARLS;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;-48.0
-1;58000;PEARLS;9998;7;9995;23;;;10005;23;;;;;10001.5;-48.0
-1;58000;BANANAS;4945;6;4944;23;;;4951;23;;;;;4948.0;-21.835938
-1;58100;BANANAS;4943;23;;;;;4950;24;;;;;4946.5;-16.328125
-1;58100;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;58200;BANANAS;4944;26;;;;;4950;2;4951;24;;;4947.0;-24.375
-1;58200;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-48.0
-1;58300;BANANAS;4944;23;;;;;4951;23;;;;;4947.5;-25.945312
-1;58300;PEARLS;9996;2;9995;21;;;9998;1;10004;2;10005;21;9997.0;-48.0
-1;58400;PEARLS;9995;21;;;;;10000;4;10005;21;;;9997.5;-48.0
-1;58400;BANANAS;4944;21;;;;;4951;21;;;;;4947.5;-36.96875
-1;58500;BANANAS;4945;30;;;;;4951;30;;;;;4948.0;-39.75
