day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;163700;BANANAS;4867;6;4866;28;;;4872;2;4873;26;;;4869.5;420.4140625
1;163800;PEARLS;10000;4;9995;20;;;10005;20;;;;;10002.5;2597.0
1;163800;BANANAS;4866;20;;;;;4867;10;4873;20;;;4866.5;423.6953125
1;163900;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;2597.0
1;163900;BANANAS;4871;1;4866;22;;;4872;2;4873;20;;;4871.5;420.40625
1;164000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;2597.0
1;164000;BANANAS;4869;3;4866;27;;;4873;27;;;;;4871.0;427.6015625
1;164100;PEARLS;9998;4;9995;28;;;10005;28;;;;;10001.5;2597.0
1;164100;BANANAS;4867;4;4866;28;;;4873;28;;;;;4870.0;424.2578125
1;164200;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;2597.0
1;164200;BANANAS;4866;32;;;;;4873;32;;;;;4869.5;428.09375
1;164300;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;2597.0
1;164300;BANANAS;4866;27;;;;;4873;27;;;;;4869.5;424.90625
1;164400;BANANAS;4866;29;;;;;4867;1;4873;29;;;4866.5;434.2421875
1;164400;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;2597.0
1;164500;BANANAS;4866;26;;;;;4873;26;;;;;4869.5;430.609375
1;164500;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;2597.0
1;164600;BANANAS;4867;1;4866;27;;;4873;28;;;;;4870.0;433.875
1;164600;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;2597.0
1;164700;BANANAS;4867;24;;;;;4872;6;4873;2;4874;22;4869.5;443.1953125
1;164700;PEARLS;10002;6;9996;2;9995;22;10004;2;10005;22;;;10003.0;2597.0
1;164800;BANANAS;4867;29;;;;;4874;29;;;;;4870.5;448.734375
1;164800;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;2609.0
1;164900;BANANAS;4868;3;4867;27;;;4874;27;;;;;4871.0;443.2734375
1;164900;PEARLS;9998;3;9995;27;;;10005;27;;;;;10001.5;2609.0
1;165000;BANANAS;4867;25;;;;;4874;25;;;;;4870.5;444.59375
1;165000;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;2609.0
1;165100;BANANAS;4867;30;;;;;4874;30;;;;;4870.5;450.328125
1;165100;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;2627.0
1;165200;BANANAS;4873;12;4869;5;4868;32;4874;2;4875;30;;;4873.5;461.8203125
1;165200;PEARLS;9998;5;9996;2;9995;30;10004;2;10005;30;;;10001.0;2627.0
1;165300;PEARLS;9996;1;9995;27;;;9998;6;10002;10;10004;1;9997.0;2627.0
1;165300;BANANAS;4868;28;;;;;4873;10;4874;1;4875;27;4870.5;461.046875
1;165400;PEARLS;9996;2;9995;27;;;9998;1;10000;6;10004;2;9997.0;2639.0
1;165400;BANANAS;4868;2;4867;27;;;4874;29;;;;;4871.0;453.25
1;165500;BANANAS;4872;1;4868;10;4867;27;4874;27;;;;;4873.0;452.703125
1;165500;PEARLS;9998;10;9995;27;;;10005;27;;;;;10001.5;2641.0
1;165600;BANANAS;4867;25;;;;;4874;25;;;;;4870.5;449.3125
1;165600;PEARLS;10002;3;9995;25;;;10005;25;;;;;10003.5;2641.0
1;165700;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;2647.0
1;165700;BANANAS;4867;29;;;;;4874;29;;;;;4870.5;450.2578125
1;165800;PEARLS;9998;5;9995;27;;;10005;27;;;;;10001.5;2647.0
1;165800;BANANAS;4868;32;;;;;4874;27;;;;;4871.0;456.703125
1;165900;BANANAS;4868;2;4867;26;;;4874;26;;;;;4871.0;451.953125
1;165900;PEARLS;9998;2;9995;26;;;10005;26;;;;;10001.5;2647.0
1;166000;BANANAS;4868;2;4867;21;;;4874;23;;;;;4871.0;456.078125
1;166000;PEARLS;10002;1;9996;2;9995;21;10004;2;10005;21;;;10003.0;2647.0
1;166100;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;2649.0
1;166100;BANANAS;4867;29;;;;;4874;29;;;;;4870.5;443.6953125
1;166200;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;2649.0
1;166200;BANANAS;4867;30;;;;;4873;2;4874;28;;;4870.0;440.6953125
1;166300;BANANAS;4866;22;;;;;4873;22;;;;;4869.5;429.8671875
1;166300;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;2649.0
1;166400;BANANAS;4870;5;4866;30;;;4872;30;;;;;4871.0;418.4375
1;166400;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;2649.0
1;166500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;2649.0
1;166500;BANANAS;4865;26;;;;;4868;2;4872;26;;;4866.5;409.3359375
1;166600;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;2649.0
1;166600;BANANAS;4865;31;;;;;4872;31;;;;;4868.5;411.28125
1;166700;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;2649.0
1;166700;BANANAS;4865;20;;;;;4872;20;;;;;4868.5;401.9375
1;166800;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;2649.0
1;166800;BANANAS;4864;23;;;;;4871;23;;;;;4867.5;392.2109375
1;166900;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;2649.0
1;166900;BANANAS;4865;2;4864;30;;;4866;2;4871;32;;;4865.5;392.484375
1;167000;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;2649.0
1;167000;BANANAS;4864;21;;;;;4871;21;;;;;4867.5;386.09375
1;167100;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;2649.0
1;167100;BANANAS;4864;26;;;;;4871;26;;;;;4867.5;387.3046875
1;167200;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;2649.0
1;167200;BANANAS;4864;30;;;;;4871;30;;;;;4867.5;385.0
1;167300;PEARLS;9996;2;9995;24;;;9998;3;10004;2;10005;24;9997.0;2649.0
1;167300;BANANAS;4864;26;;;;;4871;26;;;;;4867.5;386.890625
1;167400;BANANAS;4864;26;;;;;4868;6;4870;26;;;4866.0;376.9921875
1;167400;PEARLS;9995;26;;;;;10002;6;10005;26;;;9998.5;2655.0
1;167500;BANANAS;4863;29;;;;;4870;29;;;;;4866.5;363.6171875
1;167500;PEARLS;10002;5;9995;29;;;10005;29;;;;;10003.5;2655.0
1;167600;BANANAS;4863;27;;;;;4869;28;;;;;4866.0;359.390625
1;167600;PEARLS;10000;4;9996;1;9995;27;10004;1;10005;27;;;10002.0;2665.0
1;167700;BANANAS;4862;25;;;;;4869;25;;;;;4865.5;348.046875
1;167700;PEARLS;9995;25;;;;;9998;1;10005;25;;;9996.5;2665.0
1;167800;PEARLS;9998;10;9996;2;9995;22;10004;2;10005;22;;;10001.0;2667.0
1;167800;BANANAS;4866;2;4863;10;4862;24;4869;24;;;;;4867.5;346.03125
1;167900;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;2667.0
1;167900;BANANAS;4862;23;;;;;4869;23;;;;;4865.5;346.25
1;168000;PEARLS;10000;6;9996;1;9995;24;10004;1;10005;24;;;10002.0;2667.0
1;168000;BANANAS;4862;25;;;;;4869;25;;;;;4865.5;344.515625
1;168100;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;2667.0
1;168100;BANANAS;4862;29;;;;;4869;29;;;;;4865.5;342.3046875
1;168200;PEARLS;9995;29;;;;;10000;3;10005;29;;;9997.5;2667.0
1;168200;BANANAS;4862;29;;;;;4869;29;;;;;4865.5;345.484375
1;168300;PEARLS;9998;10;9996;2;9995;23;10004;2;10005;23;;;10001.0;2667.0
1;168300;BANANAS;4863;10;4862;25;;;4865;5;4868;2;4869;23;4864.0;344.375
1;168400;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2667.0
1;168400;BANANAS;4863;29;;;;;4869;29;;;;;4866.0;359.0859375
1;168500;PEARLS;10002;1;9996;2;9995;26;10004;2;10005;26;;;10003.0;2667.0
1;168500;BANANAS;4862;28;;;;;4869;28;;;;;4865.5;345.5859375
1;168600;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;2669.0
1;168600;BANANAS;4862;26;;;;;4869;26;;;;;4865.5;341.3984375
1;168700;PEARLS;9998;4;9996;2;9995;27;10004;2;10005;27;;;10001.0;2669.0
1;168700;BANANAS;4863;3;4862;29;;;4868;2;4869;27;;;4865.5;343.0859375
1;168800;PEARLS;9998;2;9995;26;;;10005;26;;;;;10001.5;2669.0
1;168800;BANANAS;4866;5;4862;2;4861;26;4868;26;;;;;4867.0;335.890625
1;168900;BANANAS;4862;2;4861;23;;;4868;25;;;;;4865.0;331.78125
1;168900;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;2669.0
1;169000;BANANAS;4862;1;4861;30;;;4868;31;;;;;4865.0;335.5
1;169000;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;2669.0
1;169100;BANANAS;4862;1;4861;25;;;4868;26;;;;;4865.0;331.8203125
1;169100;PEARLS;9996;1;9995;25;;;9998;4;10004;1;10005;25;9997.0;2669.0
1;169200;BANANAS;4867;1;4861;25;;;4868;25;;;;;4867.5;330.2265625
1;169200;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;2677.0
1;169300;BANANAS;4861;29;;;;;4868;29;;;;;4864.5;331.421875
1;169300;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;2677.0
1;169400;BANANAS;4861;32;;;;;4868;32;;;;;4864.5;328.84375
1;169400;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;2677.0
1;169500;BANANAS;4861;27;;;;;4866;7;4868;27;;;4863.5;325.890625
1;169500;PEARLS;9996;1;9995;26;;;10002;6;10004;1;10005;26;9999.0;2677.0
1;169600;PEARLS;9998;10;9996;2;9995;30;10004;2;10005;30;;;10001.0;2677.0
1;169600;BANANAS;4862;9;4861;32;;;4868;32;;;;;4865.0;329.5
1;169700;BANANAS;4861;28;;;;;4865;6;4867;28;;;4863.0;318.125
1;169700;PEARLS;9996;1;9995;27;;;10002;6;10004;1;10005;27;9999.0;2677.0
1;169800;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;2677.0
1;169800;BANANAS;4866;1;4861;28;;;4868;28;;;;;4867.0;323.3515625
1;169900;BANANAS;4861;25;;;;;4868;25;;;;;4864.5;329.984375
1;169900;PEARLS;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;2677.0
1;170000;PEARLS;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;2679.0
1;170000;BANANAS;4862;26;;;;;4866;8;4868;26;;;4864.0;338.8984375
1;170100;BANANAS;4866;4;4862;30;;;4869;30;;;;;4867.5;347.546875
1;170100;PEARLS;10000;5;9995;30;;;10005;30;;;;;10002.5;2679.0
1;170200;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;2679.0
1;170200;BANANAS;4862;32;;;;;4869;32;;;;;4865.5;346.8125
1;170300;BANANAS;4863;1;4862;23;;;4869;24;;;;;4866.0;353.6640625
1;170300;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;2679.0
1;170400;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;2679.0
1;170400;BANANAS;4862;22;;;;;4863;1;4869;22;;;4862.5;347.0
1;170500;BANANAS;4862;2;4861;30;;;4866;10;4868;32;;;4864.0;333.4765625
1;170500;PEARLS;9996;2;9995;30;;;9998;1;10002;10;10004;2;9997.0;2679.0
1;170600;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;2681.0
1;170600;BANANAS;4861;27;;;;;4867;27;;;;;4864.0;317.515625
1;170700;BANANAS;4861;31;;;;;4867;2;4868;29;;;4864.0;324.28125
1;170700;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;2681.0
1;170800;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;2681.0
1;170800;BANANAS;4861;25;;;;;4868;25;;;;;4864.5;328.171875
1;170900;BANANAS;4861;25;;;;;4866;8;4868;25;;;4863.5;330.703125
1;170900;PEARLS;9996;1;9995;24;;;10002;8;10004;1;10005;24;9999.0;2708.0
1;171000;PEARLS;10002;1;9996;1;9995;20;10004;1;10005;20;;;10003.0;2708.0
1;171000;BANANAS;4861;21;;;;;4862;1;4867;1;4868;20;4861.5;321.5078125
1;171100;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;2710.0
1;171100;BANANAS;4861;1;4860;24;;;4867;25;;;;;4864.0;312.9609375
1;171200;PEARLS;9998;6;9996;2;9995;25;10004;2;10005;25;;;10001.0;2710.0
1;171200;BANANAS;4862;6;4861;27;;;4868;27;;;;;4865.0;328.3515625
1;171300;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;2713.0
1;171300;BANANAS;4861;26;;;;;4867;26;;;;;4864.0;318.2421875
1;171400;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;2713.0
1;171400;BANANAS;4860;29;;;;;4862;4;4867;29;;;4861.0;316.109375
1;171500;PEARLS;9995;22;;;;;9998;6;10005;22;;;9996.5;2713.0
1;171500;BANANAS;4860;22;;;;;4867;22;;;;;4863.5;313.59375
1;171600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;2725.0
1;171600;BANANAS;4866;1;4861;1;4860;22;4867;23;;;;;4866.5;312.59375
1;171700;PEARLS;10002;8;10000;5;9996;2;10004;2;10005;20;;;10003.0;2725.0
1;171700;BANANAS;4861;2;4860;20;;;4862;5;4867;22;;;4861.5;315.8046875
1;171800;BANANAS;4866;1;4861;21;;;4868;21;;;;;4867.0;327.296875
1;171800;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;2741.0
1;171900;BANANAS;4862;2;4861;29;;;4868;31;;;;;4865.0;331.546875
1;171900;PEARLS;9996;2;9995;29;;;9998;1;10004;2;10005;29;9997.0;2741.0
1;172000;BANANAS;4861;27;;;;;4868;27;;;;;4864.5;332.3359375
1;172000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;2743.0
1;172100;BANANAS;4862;1;4861;26;;;4868;27;;;;;4865.0;331.765625
1;172100;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;2743.0
1;172200;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;2743.0
1;172200;BANANAS;4861;31;;;;;4868;31;;;;;4864.5;325.546875
1;172300;PEARLS;10002;3;9995;21;;;10005;21;;;;;10003.5;2743.0
1;172300;BANANAS;4861;21;;;;;4867;21;;;;;4864.0;317.875
1;172400;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;2749.0
1;172400;BANANAS;4860;22;;;;;4867;23;;;;;4863.5;313.171875
1;172500;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;2749.0
1;172500;BANANAS;4861;25;;;;;4867;25;;;;;4864.0;319.4921875
1;172600;PEARLS;9998;7;9996;2;9995;22;10004;2;10005;22;;;10001.0;2749.0
1;172600;BANANAS;4861;31;;;;;4867;24;;;;;4864.0;316.5
1;172700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;2749.0
1;172700;BANANAS;4861;24;;;;;4862;3;4867;1;4868;23;4861.5;321.0078125
1;172800;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;2749.0
1;172800;BANANAS;4861;28;;;;;4867;1;4868;27;;;4864.0;321.34375
1;172900;PEARLS;9995;30;;;;;10002;6;10005;30;;;9998.5;2749.0
1;172900;BANANAS;4861;30;;;;;4866;6;4868;30;;;4863.5;325.796875
1;173000;PEARLS;9996;1;9995;28;;;9998;3;10004;1;10005;28;9997.0;2749.0
1;173000;BANANAS;4861;29;;;;;4867;29;;;;;4864.0;318.2734375
1;173100;PEARLS;9998;6;9995;27;;;10005;27;;;;;10001.5;2755.0
1;173100;BANANAS;4861;6;4860;27;;;4867;27;;;;;4864.0;314.265625
1;173200;PEARLS;9996;2;9995;27;;;10002;9;10004;2;10005;27;9999.0;2755.0
1;173200;BANANAS;4861;29;;;;;4866;9;4868;29;;;4863.5;327.65625
1;173300;BANANAS;4865;1;4862;21;;;4868;1;4869;20;;;4866.5;341.09375
1;173300;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;2755.0
1;173400;BANANAS;4863;6;4862;22;;;4868;2;4869;20;;;4865.5;339.75
1;173400;PEARLS;9998;6;9996;2;9995;20;10004;2;10005;20;;;10001.0;2755.0
1;173500;BANANAS;4862;25;;;;;4869;25;;;;;4865.5;345.546875
1;173500;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;2755.0
1;173600;BANANAS;4863;2;4862;27;;;4869;29;;;;;4866.0;352.9296875
1;173600;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2755.0
1;173700;BANANAS;4862;24;;;;;4869;24;;;;;4865.5;349.59375
1;173700;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;2755.0
1;173800;BANANAS;4862;26;;;;;4868;1;4869;25;;;4865.0;340.171875
1;173800;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;2755.0
1;173900;BANANAS;4862;24;;;;;4869;24;;;;;4865.5;341.46875
1;173900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;2755.0
1;174000;BANANAS;4862;27;;;;;4868;2;4869;25;;;4865.0;340.96875
1;174000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;2767.0
1;174100;BANANAS;4861;22;;;;;4868;22;;;;;4864.5;330.359375
1;174100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;2767.0
1;174200;BANANAS;4864;1;4862;12;4861;29;4868;31;;;;;4866.0;334.7265625
1;174200;PEARLS;9998;9;9996;2;9995;29;10004;2;10005;29;;;10001.0;2779.0
1;174300;PEARLS;9998;2;9995;29;;;10005;29;;;;;10001.5;2779.0
1;174300;BANANAS;4861;2;4860;29;;;4867;29;;;;;4864.0;311.109375
1;174400;PEARLS;9998;3;9995;28;;;10005;28;;;;;10001.5;2779.0
1;174400;BANANAS;4861;3;4860;28;;;4867;28;;;;;4864.0;311.921875
1;174500;BANANAS;4861;26;;;;;4867;1;4868;25;;;4864.0;319.8359375
1;174500;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;2779.0
1;174600;BANANAS;4862;2;4861;23;;;4867;23;;;;;4864.5;318.5625
1;174600;PEARLS;9998;2;9995;23;;;10005;23;;;;;10001.5;2779.0
1;174700;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;2779.0
1;174700;BANANAS;4860;28;;;;;4867;28;;;;;4863.5;308.46875
1;174800;PEARLS;9998;9;9996;1;9995;23;10004;1;10005;23;;;10001.0;2779.0
1;174800;BANANAS;4861;9;4860;24;;;4866;1;4867;23;;;4863.5;303.3203125
1;174900;BANANAS;4860;3;4859;29;;;4866;29;;;;;4863.0;290.9375
1;174900;PEARLS;9998;3;9996;1;9995;28;10004;1;10005;28;;;10001.0;2779.0
1;175000;BANANAS;4860;30;;;;;4866;30;;;;;4863.0;296.578125
1;175000;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;2779.0
1;175100;PEARLS;9996;2;9995;25;;;10002;9;10004;2;10005;25;9999.0;2779.0
1;175100;BANANAS;4860;27;;;;;4864;8;4866;27;;;4862.0;296.96875
1;175200;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;2782.0
1;175200;BANANAS;4860;25;;;;;4866;25;;;;;4863.0;297.453125
1;175300;BANANAS;4860;26;;;;;4866;1;4867;25;;;4863.0;300.046875
1;175300;PEARLS;9996;1;9995;25;;;10000;3;10004;1;10005;25;9998.0;2782.0
1;175400;BANANAS;4860;27;;;;;4867;27;;;;;4863.5;306.6640625
1;175400;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;2782.0
1;175500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;2782.0
1;175500;BANANAS;4859;26;;;;;4860;1;4866;26;;;4859.5;296.234375
1;175600;PEARLS;9995;20;;;;;10002;4;10005;20;;;9998.5;2782.0
1;175600;BANANAS;4859;19;;;;;4864;4;4866;20;;;4861.5;284.1640625
1;175700;PEARLS;10002;1;9998;9;9996;1;10004;1;10005;22;;;10003.0;2782.0
1;175700;BANANAS;4860;10;4859;22;;;4866;23;;;;;4863.0;294.21875
1;175800;PEARLS;10002;3;9995;29;;;10005;29;;;;;10003.5;2784.0
1;175800;BANANAS;4862;2;4859;29;;;4866;29;;;;;4864.0;287.2265625
1;175900;PEARLS;9996;1;9995;27;;;10000;2;10004;1;10005;27;9998.0;2790.0
1;175900;BANANAS;4859;28;;;;;4865;1;4866;27;;;4862.0;282.78125
1;176000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;2790.0
1;176000;BANANAS;4859;27;;;;;4866;27;;;;;4862.5;286.6875
1;176100;PEARLS;10002;1;9995;22;;;10005;22;;;;;10003.5;2790.0
1;176100;BANANAS;4859;22;;;;;4866;22;;;;;4862.5;290.1484375
1;176200;PEARLS;9995;26;;;;;10002;1;10005;26;;;9998.5;2792.0
1;176200;BANANAS;4859;26;;;;;4866;26;;;;;4862.5;296.03125
1;176300;BANANAS;4859;24;;;;;4866;24;;;;;4862.5;291.1953125
1;176300;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;2792.0
1;176400;BANANAS;4860;23;;;;;4864;5;4866;23;;;4862.0;297.046875
1;176400;PEARLS;9996;2;9995;21;;;9998;5;10002;5;10004;2;9997.0;2792.0
1;176500;BANANAS;4860;1;4859;28;;;4866;29;;;;;4863.0;292.6015625
1;176500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;2802.0
1;176600;BANANAS;4859;25;;;;;4866;25;;;;;4862.5;284.15625
1;176600;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;2802.0
1;176700;PEARLS;9998;7;9996;1;9995;28;10004;1;10005;28;;;10001.0;2802.0
1;176700;BANANAS;4860;8;4859;28;;;4866;29;;;;;4863.0;293.90625
1;176800;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2802.0
1;176800;BANANAS;4860;2;4859;27;;;4866;29;;;;;4863.0;293.1875
1;176900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;2802.0
1;176900;BANANAS;4859;24;;;;;4866;24;;;;;4862.5;291.25
1;177000;PEARLS;9998;10;9996;2;9995;30;10004;2;10005;30;;;10001.0;2826.0
1;177000;BANANAS;4860;10;4859;32;;;4865;2;4866;30;;;4862.5;283.2734375
1;177100;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;2826.0
1;177100;BANANAS;4859;25;;;;;4866;25;;;;;4862.5;293.890625
1;177200;PEARLS;9996;2;9995;24;;;9998;3;10002;5;10004;2;9997.0;2826.0
1;177200;BANANAS;4859;26;;;;;4864;4;4866;26;;;4861.5;291.234375
1;177300;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;2832.0
1;177300;BANANAS;4859;22;;;;;4865;1;4866;21;;;4862.0;283.796875
1;177400;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;2832.0
1;177400;BANANAS;4859;29;;;;;4866;29;;;;;4862.5;279.8046875
1;177500;PEARLS;9996;1;9995;21;;;10002;5;10004;1;10005;21;9999.0;2832.0
1;177500;BANANAS;4859;22;;;;;4863;5;4865;22;;;4861.0;278.3828125
1;177600;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;2832.0
1;177600;BANANAS;4858;20;;;;;4865;21;;;;;4861.5;274.84375
1;177700;PEARLS;9998;5;9995;22;;;10005;22;;;;;10001.5;2838.0
1;177700;BANANAS;4859;4;4858;22;;;4865;22;;;;;4862.0;275.7265625
1;177800;BANANAS;4859;23;;;;;4866;23;;;;;4862.5;287.171875
1;177800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;2838.0
1;177900;BANANAS;4860;2;4859;22;;;4864;10;4866;24;;;4862.0;292.9296875
1;177900;PEARLS;9996;2;9995;22;;;10002;10;10004;2;10005;22;9999.0;2838.0
1;178000;BANANAS;4860;22;;;;;4865;4;4867;22;;;4862.5;305.703125
1;178000;PEARLS;10000;6;9996;1;9995;21;10002;4;10004;1;10005;21;10001.0;2838.0
1;178100;BANANAS;4860;30;;;;;4865;6;4867;30;;;4862.5;305.9765625
1;178100;PEARLS;9996;2;9995;28;;;10002;6;10004;2;10005;28;9999.0;2838.0
1;178200;BANANAS;4860;21;;;;;4867;21;;;;;4863.5;315.90625
1;178200;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;2838.0
1;178300;BANANAS;4861;29;;;;;4867;1;4868;28;;;4864.0;320.078125
1;178300;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;2838.0
1;178400;BANANAS;4861;1;4860;28;;;4867;29;;;;;4864.0;315.125
1;178400;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;2838.0
1;178500;BANANAS;4860;25;;;;;4867;26;;;;;4863.5;305.6640625
1;178500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;2838.0
1;178600;PEARLS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;2838.0
1;178600;BANANAS;4861;1;4860;30;;;4867;31;;;;;4864.0;311.5234375
1;178700;BANANAS;4861;2;4860;27;;;4867;29;;;;;4864.0;316.296875
1;178700;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2838.0
1;178800;PEARLS;10000;4;9995;20;;;10005;20;;;;;10002.5;2838.0
1;178800;BANANAS;4860;20;;;;;4867;20;;;;;4863.5;316.265625
1;178900;BANANAS;4862;2;4861;28;;;4867;28;;;;;4864.5;317.5
1;178900;PEARLS;9998;2;9995;28;;;10005;28;;;;;10001.5;2838.0
1;179000;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;2838.0
1;179000;BANANAS;4860;28;;;;;4861;11;4867;28;;;4860.5;311.4765625
1;179100;BANANAS;4860;31;;;;;4866;2;4867;29;;;4863.0;300.875
1;179100;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;2838.0
1;179200;PEARLS;9996;2;9995;23;;;10002;3;10004;2;10005;23;9999.0;2838.0
1;179200;BANANAS;4861;2;4860;23;;;4865;3;4867;25;;;4863.0;315.703125
1;179300;BANANAS;4861;21;;;;;4868;21;;;;;4864.5;329.078125
1;179300;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;2838.0
1;179400;PEARLS;9998;5;9996;2;9995;20;10004;2;10005;20;;;10001.0;2838.0
1;179400;BANANAS;4866;1;4863;5;4862;22;4868;22;;;;;4867.0;337.0
1;179500;BANANAS;4862;23;;;;;4867;10;4869;23;;;4864.5;341.9140625
1;179500;PEARLS;9995;23;;;;;10002;10;10005;23;;;9998.5;2838.0
1;179600;PEARLS;9996;1;9995;27;;;10002;7;10004;1;10005;27;9999.0;2838.0
1;179600;BANANAS;4862;28;;;;;4867;7;4868;1;4869;27;4864.5;342.46875
1;179700;BANANAS;4861;27;;;;;4868;27;;;;;4864.5;330.96875
1;179700;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;2838.0
1;179800;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;2838.0
1;179800;BANANAS;4866;1;4861;29;;;4867;1;4868;28;;;4866.5;320.1875
